location,property_type,area,bedrooms,bathrooms,age,condition,amenities_score,demand_score,rent
Commercial Area,Villa,4626,5,1,17,excellent,9,10,18754
Near Park,Studio,5216,5,1,27,average,4,85,26289
Near Park,House,3824,3,3,33,good,1,3,12426
Commercial Area,Apartment,3554,5,3,21,excellent,3,8,18125
City Center,Villa,1619,5,1,9,average,5,78,11247
Suburbs,Studio,4065,6,4,1,average,2,54,21942
Near Park,Penthouse,1938,6,4,25,good,3,43,13854
Near Park,Penthouse,4951,5,2,6,good,3,93,18544
Outskirts,Penthouse,1906,6,1,19,good,0,86,16000
Suburbs,Apartment,954,2,2,25,poor,7,42,9116
Commercial Area,Penthouse,3703,5,4,31,average,4,41,17262
Near Park,Penthouse,5102,5,3,13,average,2,87,28365
Near Park,House,829,6,4,35,excellent,7,70,14220
Commercial Area,House,3656,5,4,8,excellent,8,67,22746
Suburbs,House,2085,6,2,37,excellent,5,60,13711
City Center,Studio,1377,4,2,5,average,4,90,12446
Commercial Area,Penthouse,504,6,2,8,good,5,78,12659
City Center,Apartment,3614,3,4,33,average,0,66,18823
Near Park,Penthouse,5041,3,3,26,poor,1,42,14892
City Center,Penthouse,2628,5,4,36,average,5,30,17334
City Center,Studio,3961,6,4,20,good,9,57,23709
Commercial Area,House,1543,2,1,35,good,2,76,7562
Near Park,Penthouse,5151,2,2,22,average,3,2,15031
Suburbs,Villa,5657,6,2,36,average,7,30,24350
Outskirts,Villa,3130,6,1,26,average,0,24,13410
City Center,House,2923,2,2,7,poor,8,12,14420
Near Park,House,3363,2,3,0,excellent,9,49,13750
Outskirts,Penthouse,3264,4,4,2,average,4,12,13445
Suburbs,Villa,2463,1,4,33,poor,3,5,8850
Outskirts,Apartment,5434,5,4,2,good,1,75,24162
Suburbs,Apartment,3964,4,1,5,excellent,2,55,13844
Outskirts,Villa,1760,3,2,9,average,3,17,9325
Suburbs,House,2191,6,4,31,good,7,62,15172
City Center,Studio,2195,2,2,6,excellent,4,87,9912
Outskirts,Studio,5896,4,1,39,poor,9,21,19587
Suburbs,Apartment,1864,4,1,27,good,1,91,10989
Near Park,House,3341,3,4,4,poor,1,88,16199
Commercial Area,Penthouse,2785,6,3,3,good,5,10,18584
Outskirts,Villa,1802,3,3,38,poor,2,20,9943
Outskirts,Apartment,373,5,2,35,good,5,49,9242
Outskirts,Studio,2400,3,3,17,poor,4,46,13060
Outskirts,Studio,5604,2,3,15,excellent,3,79,15681
Commercial Area,Penthouse,4303,2,3,18,poor,3,51,15756
Outskirts,Penthouse,3889,4,2,30,good,5,33,13166
City Center,Studio,4231,2,4,13,poor,0,94,15386
City Center,House,484,3,2,1,poor,6,59,8567
Near Park,Studio,1117,3,2,23,average,3,48,9817
Commercial Area,Villa,5231,2,2,5,poor,2,97,18430
Near Park,House,3853,5,2,38,good,0,70,21753
City Center,Penthouse,4096,3,4,21,average,1,49,15143
Outskirts,Penthouse,3087,1,2,0,average,7,75,14001
Outskirts,Penthouse,2096,2,3,3,excellent,5,21,12325
Suburbs,Villa,2852,3,4,13,excellent,1,53,13124
Commercial Area,Penthouse,2576,1,3,23,good,8,2,8743
Suburbs,House,2315,4,1,9,excellent,7,92,15652
Commercial Area,Penthouse,3633,4,3,39,good,1,14,14540
Commercial Area,Penthouse,3400,1,4,39,excellent,0,80,15964
Outskirts,Studio,2195,3,3,28,excellent,8,92,15678
Outskirts,Studio,4718,3,2,38,average,6,40,16257
Near Park,Villa,3797,5,4,31,good,8,84,23243
City Center,House,1298,6,3,25,excellent,3,67,16106
City Center,House,3872,4,1,38,poor,2,39,19984
Outskirts,Studio,4985,4,4,23,excellent,9,48,23320
City Center,House,2166,3,2,19,poor,0,53,13107
Commercial Area,Penthouse,5089,3,4,1,excellent,5,49,23292
City Center,Villa,5023,2,4,10,excellent,9,68,21583
Near Park,Studio,1573,5,1,37,poor,7,57,11736
City Center,Penthouse,4526,3,1,29,good,3,14,17480
City Center,Studio,4881,1,2,9,excellent,9,58,20333
Near Park,Studio,3524,6,3,16,poor,6,97,19599
Near Park,Villa,5262,5,2,39,good,6,9,22403
Outskirts,Villa,1596,2,2,24,poor,8,45,11479
Near Park,Studio,4372,2,2,33,good,3,23,16362
Outskirts,Penthouse,5070,5,3,28,poor,1,2,15198
Commercial Area,Apartment,5879,4,1,3,good,4,43,22315
Suburbs,Penthouse,1860,4,3,6,poor,0,89,12479
City Center,House,1863,4,1,17,average,6,62,12469
Near Park,Studio,5215,6,3,18,good,6,28,21209
City Center,Studio,3823,6,3,13,good,9,46,23318
Commercial Area,Villa,3055,2,1,21,poor,2,74,9888
Suburbs,House,5175,1,2,2,good,2,38,14245
Near Park,Apartment,5062,3,1,26,average,2,70,16677
Outskirts,Apartment,5179,3,3,20,good,0,84,18658
Outskirts,Villa,1400,4,1,34,excellent,2,67,8891
Near Park,Apartment,3277,6,4,20,poor,6,22,17378
Near Park,Studio,2680,1,2,7,poor,1,62,9840
Commercial Area,Apartment,4003,4,3,26,good,2,86,22827
Suburbs,Apartment,3774,6,4,26,excellent,9,72,24556
Near Park,Penthouse,2869,2,2,28,poor,2,24,10249
Outskirts,Apartment,5931,6,1,20,good,7,39,23238
Suburbs,Penthouse,3299,2,1,2,poor,2,5,14624
Near Park,House,2867,3,4,17,good,9,64,17908
Suburbs,Penthouse,3296,5,2,32,average,6,43,17973
Commercial Area,House,5723,5,3,26,poor,2,28,19786
Near Park,Villa,2445,4,3,4,excellent,6,93,17042
Near Park,Studio,4645,4,3,2,excellent,6,44,16631
Suburbs,Villa,5875,6,1,9,average,4,61,29780
Near Park,Villa,5241,2,3,33,excellent,4,47,21430
Suburbs,Villa,3974,2,3,14,poor,6,23,16184
Suburbs,House,416,5,4,30,average,3,52,11893
Near Park,Apartment,641,2,1,7,poor,1,97,7209
Outskirts,Penthouse,1733,2,1,13,good,4,62,9615
Commercial Area,Villa,1849,4,3,18,excellent,5,31,12508
Suburbs,Villa,2483,4,4,17,excellent,6,98,19207
Outskirts,Apartment,3290,1,4,1,average,6,1,16194
Suburbs,Villa,3847,4,2,11,poor,3,63,17427
Outskirts,House,5452,5,1,22,good,9,7,24126
Near Park,House,3833,6,2,18,poor,1,86,21022
Commercial Area,Apartment,4086,2,4,21,average,5,46,20153
Outskirts,House,1073,3,3,4,average,0,66,9864
City Center,Villa,1514,5,3,4,average,2,61,14802
Suburbs,Villa,5609,6,3,18,excellent,0,24,19314
Outskirts,Studio,2035,3,1,24,average,3,14,11105
Commercial Area,Studio,5901,6,3,7,poor,1,15,25292
Commercial Area,Apartment,1873,2,3,3,poor,4,62,9502
Commercial Area,Villa,1579,2,2,2,excellent,9,60,8932
Outskirts,Villa,1604,4,1,25,excellent,3,58,11499
Outskirts,Penthouse,3784,6,3,19,good,3,17,17915
Near Park,House,5318,5,3,11,excellent,5,60,22116
City Center,Apartment,5808,1,4,36,average,1,19,20280
Outskirts,Apartment,5098,1,1,8,excellent,4,91,20122
Near Park,House,2831,1,1,3,excellent,8,78,11504
Suburbs,Penthouse,1474,2,2,0,poor,2,22,10821
City Center,Studio,2575,2,4,24,average,8,56,14376
Commercial Area,Penthouse,4519,2,2,24,average,3,84,19543
City Center,Studio,4262,1,4,37,good,9,99,14356
Suburbs,Studio,1536,6,2,33,poor,3,91,14455
Outskirts,Penthouse,4311,2,2,3,average,7,42,13809
Outskirts,Apartment,3561,2,3,12,excellent,9,55,13025
Near Park,Villa,2278,5,4,14,average,8,30,16547
Outskirts,Apartment,429,4,1,32,poor,9,83,8551
Outskirts,Villa,3460,1,1,12,average,2,84,12250
City Center,Apartment,364,2,1,11,average,2,42,5189
Suburbs,Penthouse,3083,3,4,29,average,4,86,17565
Commercial Area,Penthouse,3019,3,4,7,poor,7,73,14750
Commercial Area,Penthouse,4672,6,1,4,good,3,76,19177
Near Park,Villa,4322,5,4,11,average,0,53,16933
Suburbs,Apartment,321,5,1,13,poor,1,95,9298
City Center,Studio,4717,5,1,30,good,8,93,20599
Commercial Area,Apartment,5161,5,4,10,poor,6,92,29223
Near Park,Apartment,2134,3,1,9,average,3,53,12901
Outskirts,House,2668,3,2,2,good,1,56,13010
Outskirts,Apartment,2089,5,2,11,good,4,72,12304
City Center,Studio,2648,4,3,19,poor,8,31,17958
Commercial Area,Apartment,4439,6,4,10,excellent,3,67,22920
Outskirts,House,4758,6,2,39,average,9,4,22441
Near Park,House,4496,5,2,4,excellent,6,61,18358
Near Park,Studio,4659,4,3,16,average,9,39,22916
Commercial Area,Apartment,1442,3,2,1,poor,1,88,10758
City Center,Penthouse,3876,2,2,22,average,0,64,15656
Near Park,Penthouse,5091,5,1,6,average,3,94,20793
Suburbs,House,837,5,3,16,poor,6,48,12563
Near Park,Studio,5320,6,2,26,good,3,88,24318
City Center,Penthouse,2406,5,2,17,poor,1,23,12951
Near Park,House,1267,1,3,38,good,2,54,8587
Outskirts,House,938,6,3,11,excellent,6,37,14234
City Center,Apartment,4522,3,1,12,good,7,10,20958
Outskirts,Studio,4670,4,1,5,excellent,5,18,20999
Outskirts,Penthouse,3626,3,3,3,good,4,67,18673
Commercial Area,Apartment,5943,5,1,33,average,9,97,25466
City Center,Villa,5501,4,3,1,poor,7,70,23300
Outskirts,Studio,1720,6,2,37,poor,2,9,12723
Commercial Area,House,4638,3,1,18,poor,8,43,20653
Commercial Area,Apartment,5613,3,4,15,poor,6,34,27359
Outskirts,Penthouse,5378,6,4,15,good,1,94,25670
Outskirts,House,4281,4,4,17,poor,4,43,17287
Suburbs,House,2571,2,1,22,poor,1,71,10637
City Center,Penthouse,2164,5,2,22,poor,0,13,12123
Commercial Area,Villa,1433,1,2,39,poor,1,81,9653
City Center,Studio,933,1,1,37,poor,8,56,7109
Commercial Area,Studio,4469,2,2,33,poor,9,73,16653
Near Park,House,2509,2,2,33,good,4,85,12587
Near Park,Apartment,1433,4,2,0,poor,4,54,12394
Commercial Area,Villa,2423,6,2,15,poor,0,35,15040
Suburbs,Villa,3513,4,3,30,average,5,89,17200
Near Park,House,4224,2,3,32,good,2,45,13560
City Center,Apartment,5271,4,3,4,good,1,18,19499
Outskirts,Penthouse,5164,6,3,23,average,6,8,28036
City Center,Penthouse,1212,2,4,17,poor,8,54,11097
City Center,House,666,4,4,27,good,1,70,11128
City Center,Apartment,3212,1,1,27,average,9,36,8549
Commercial Area,Villa,5882,4,1,30,average,1,98,23146
Commercial Area,Villa,3694,1,3,26,good,4,24,13352
City Center,Villa,1475,3,4,20,poor,9,80,12556
Outskirts,Studio,4561,6,2,26,good,6,54,19723
Suburbs,Villa,3364,6,1,4,poor,2,62,20288
Suburbs,Penthouse,3269,5,1,9,poor,1,19,13235
Near Park,Apartment,5239,6,3,24,good,7,8,24469
Near Park,Villa,1252,5,4,24,good,4,61,12942
Outskirts,House,4283,4,3,9,good,0,82,18222
City Center,House,1146,1,4,28,excellent,6,54,9212
Commercial Area,Penthouse,4320,4,1,9,good,7,69,23379
Near Park,Villa,2238,3,2,1,average,7,91,12148
City Center,Penthouse,318,1,1,0,excellent,2,14,3941
Suburbs,Penthouse,4560,3,2,34,poor,0,56,15375
Outskirts,Penthouse,4722,2,3,27,good,0,78,19902
Commercial Area,Studio,5816,5,1,29,good,6,22,25461
Commercial Area,Villa,2608,6,2,25,good,8,81,17165
Near Park,House,1404,4,4,22,poor,1,38,12308
City Center,Studio,3467,4,2,15,excellent,1,47,13436
Commercial Area,Penthouse,886,4,3,18,good,7,22,11377
Suburbs,House,491,5,4,25,excellent,8,25,11971
Suburbs,Penthouse,5170,4,3,29,average,3,33,24379
Outskirts,Studio,5825,3,1,32,good,4,85,24843
Outskirts,Apartment,5296,4,2,3,average,2,89,22708
Suburbs,Penthouse,4552,6,2,23,excellent,8,78,22178
Suburbs,Penthouse,1288,4,1,23,excellent,5,7,8746
City Center,House,468,6,3,30,poor,9,42,12936
Commercial Area,House,5717,4,4,18,good,9,24,23720
City Center,Penthouse,4129,3,3,31,average,6,24,15834
Outskirts,Villa,3779,5,2,28,excellent,0,24,15592
Outskirts,House,2447,1,3,9,good,2,74,12566
Outskirts,Apartment,2627,6,1,18,poor,2,89,18984
Commercial Area,Apartment,3373,2,1,4,average,2,83,10206
Near Park,Penthouse,5620,6,3,17,excellent,2,23,21601
Outskirts,House,1471,4,4,15,good,8,1,13047
Outskirts,Apartment,2526,5,2,3,average,3,79,15072
City Center,Studio,4415,1,2,7,poor,0,9,15625
City Center,Apartment,5015,3,4,10,good,2,51,20206
Near Park,House,4987,5,1,18,poor,6,67,23291
Near Park,Penthouse,5486,6,2,17,average,3,71,28051
Near Park,Apartment,1598,5,3,3,good,2,49,13611
Near Park,Penthouse,5766,3,2,13,average,3,87,21797
City Center,Studio,3196,1,1,39,good,4,45,13412
Outskirts,Apartment,5174,6,2,34,poor,4,81,19182
City Center,Penthouse,4884,3,2,21,average,3,2,15601
Suburbs,Apartment,4992,1,1,5,excellent,9,4,14674
Suburbs,Apartment,3456,1,2,19,excellent,6,50,9323
Outskirts,House,3161,4,1,20,good,5,16,14905
Near Park,House,4267,3,4,21,good,7,71,24211
Outskirts,Villa,5019,2,1,17,poor,5,91,15174
Suburbs,House,2634,4,2,21,good,5,44,13116
Outskirts,House,2025,1,1,19,good,3,77,10792
Near Park,Villa,2476,3,1,31,average,3,99,9965
City Center,Villa,5649,6,4,16,good,8,85,26268
Near Park,Apartment,4813,3,4,9,good,5,40,22297
City Center,Apartment,3168,5,4,18,average,3,90,21073
Suburbs,Apartment,5376,2,2,18,excellent,4,45,24239
Commercial Area,House,5242,1,1,19,good,9,3,14656
Outskirts,Penthouse,5445,2,3,11,poor,2,54,21905
Commercial Area,Penthouse,4976,6,4,8,excellent,8,39,28805
Near Park,House,1624,5,3,13,good,7,69,15647
City Center,Studio,2142,1,2,12,poor,1,40,7914
Near Park,Apartment,2590,4,3,23,average,8,88,17699
Near Park,House,1616,3,1,26,good,5,81,10536
Suburbs,Studio,4443,4,2,0,average,0,41,13917
Near Park,Apartment,2226,2,1,1,excellent,4,84,11887
Outskirts,Villa,4104,1,4,11,good,1,24,11069
Suburbs,House,5175,6,1,17,good,7,84,23980
Commercial Area,Studio,5813,6,3,8,good,0,24,21987
Near Park,Penthouse,1440,2,3,32,poor,7,42,10758
Commercial Area,House,5312,4,4,31,average,9,18,20452
Outskirts,Penthouse,2476,6,2,4,poor,9,51,17997
Outskirts,Studio,2719,2,1,30,excellent,5,45,13564
Outskirts,House,4994,2,4,27,good,0,16,14109
Commercial Area,House,5253,4,3,18,average,9,97,21694
Commercial Area,House,4129,1,1,13,average,6,97,12585
City Center,House,895,6,1,37,excellent,7,64,12419
Suburbs,Villa,377,2,2,16,good,1,56,6475
Near Park,House,1595,6,3,8,excellent,1,35,14406
Suburbs,Studio,4796,4,1,1,good,4,9,18387
Outskirts,Studio,3896,3,3,16,poor,2,33,17131
Near Park,Villa,3684,2,4,23,poor,5,37,14631
City Center,House,585,4,2,38,average,5,97,9168
Suburbs,House,4412,4,1,36,excellent,8,61,18049
Outskirts,Apartment,4737,1,3,16,good,2,55,21157
Near Park,Apartment,2179,5,3,23,excellent,6,53,13961
Near Park,Penthouse,2135,4,1,38,good,9,21,10226
Outskirts,Villa,2288,6,3,4,average,3,5,14278
Commercial Area,Apartment,1123,6,4,2,good,4,1,12077
Suburbs,Studio,5891,6,2,6,good,3,71,31168
Near Park,Studio,2555,1,1,16,good,3,23,8498
Commercial Area,Studio,937,6,3,25,average,6,87,13623
City Center,Villa,5845,1,2,34,poor,6,71,16607
Near Park,Studio,2600,5,2,17,excellent,2,59,13727
Near Park,Apartment,4236,6,4,14,excellent,6,83,24452
City Center,Apartment,4459,4,4,25,good,7,27,20864
City Center,Penthouse,1725,3,1,18,average,4,77,12182
Near Park,Penthouse,3522,5,4,25,poor,0,9,16997
Outskirts,Villa,3138,3,2,21,poor,9,9,15127
City Center,Penthouse,1653,5,1,3,poor,0,60,12916
Commercial Area,Villa,3771,5,1,35,average,7,42,19695
City Center,House,3977,6,1,27,poor,9,94,19771
Near Park,Penthouse,1291,1,1,19,good,0,10,6023
Near Park,Villa,3509,5,3,27,average,8,69,20993
Suburbs,Apartment,4344,4,2,39,average,8,95,17302
Commercial Area,Penthouse,4892,6,2,31,poor,8,98,21604
Suburbs,Penthouse,4157,5,1,2,average,9,38,23085
City Center,Villa,3114,4,1,39,good,2,54,17300
Suburbs,House,3651,2,2,32,average,4,64,16776
Near Park,Penthouse,1089,6,3,16,poor,4,17,13428
Outskirts,Villa,2211,1,3,13,poor,8,71,9941
City Center,House,1875,3,3,11,good,4,83,13617
Near Park,Villa,4610,5,1,0,good,9,38,17815
City Center,House,2060,1,3,21,excellent,9,60,10664
Suburbs,Studio,3381,2,3,12,good,8,38,12647
Suburbs,Penthouse,906,3,1,26,good,4,2,5657
City Center,Studio,4616,1,3,26,excellent,5,45,18763
City Center,Villa,1643,2,3,30,excellent,1,33,9398
Suburbs,Studio,4898,6,4,23,excellent,0,60,26693
City Center,House,2854,5,4,28,good,9,92,21030
Suburbs,Apartment,5417,1,2,38,average,9,31,19619
City Center,Studio,1597,2,2,9,excellent,2,55,11324
Outskirts,Villa,3328,4,1,18,good,6,48,13474
City Center,Penthouse,3464,5,2,26,excellent,6,31,19205
City Center,Studio,3700,6,2,36,poor,3,19,15260
Near Park,Studio,4263,5,1,9,good,4,79,22530
Outskirts,Apartment,5625,6,1,35,average,3,9,18260
Suburbs,Villa,3774,6,3,24,poor,7,81,20321
Suburbs,Studio,820,3,3,8,poor,3,47,8697
Commercial Area,Penthouse,637,2,3,6,poor,1,4,6331
Outskirts,House,4045,4,2,37,excellent,0,38,19726
Outskirts,Penthouse,5813,3,2,33,excellent,3,68,22572
City Center,Studio,2896,3,3,18,good,7,16,12315
Near Park,Studio,1355,2,4,17,excellent,4,10,8496
Suburbs,Apartment,2457,4,4,16,good,3,37,14453
Suburbs,Villa,1555,4,2,33,excellent,0,43,10610
Near Park,Apartment,4030,5,1,8,average,8,45,17394
Near Park,Penthouse,3116,5,4,37,poor,6,10,14891
Outskirts,Villa,5783,5,3,26,poor,3,93,28012
Near Park,Apartment,4848,2,3,36,poor,5,47,20785
Near Park,Studio,3735,6,2,20,average,0,99,23002
City Center,Villa,5711,1,3,16,poor,3,74,21007
Outskirts,House,3580,4,1,35,average,0,88,18968
Commercial Area,House,868,3,4,14,average,0,79,10286
Commercial Area,Penthouse,5431,6,2,21,poor,9,85,28440
Suburbs,Apartment,1442,1,2,5,poor,4,2,5156
Near Park,Penthouse,1209,3,1,0,excellent,9,27,9449
City Center,House,3452,5,3,9,excellent,9,69,21903
Near Park,Studio,1396,5,3,10,average,2,72,14427
Suburbs,Studio,4272,5,2,4,average,2,66,17799
Near Park,Studio,2969,3,3,22,good,3,74,17446
Commercial Area,Studio,2621,6,4,22,excellent,1,32,17101
Outskirts,Studio,1751,6,1,38,poor,6,60,13412
Near Park,House,4608,5,4,39,good,3,90,22789
Commercial Area,Villa,5305,4,3,26,poor,4,70,20873
Commercial Area,Studio,1718,6,1,38,excellent,2,88,14188
Suburbs,Villa,5968,3,4,16,average,8,68,18666
Outskirts,Studio,3637,5,2,38,poor,6,15,18570
Suburbs,Penthouse,4392,3,4,11,good,5,72,21280
City Center,Apartment,3200,3,2,2,good,3,65,18556
Outskirts,Villa,3921,1,1,8,excellent,6,35,15066
City Center,Apartment,3371,3,3,16,good,6,87,18561
Outskirts,House,4171,6,4,14,poor,5,75,20704
Commercial Area,Penthouse,4649,1,3,26,good,1,49,12945
City Center,Studio,5599,1,2,16,average,2,36,17305
Outskirts,Studio,2635,3,3,7,excellent,0,73,11542
Outskirts,House,2274,6,4,14,average,2,88,18137
City Center,Villa,4319,6,2,8,good,5,81,17101
Outskirts,Studio,2286,2,1,15,average,8,8,8823
Suburbs,Villa,5083,6,4,31,poor,8,78,22519
Suburbs,Studio,4048,3,2,39,excellent,2,65,14987
City Center,Villa,5532,6,2,5,good,1,98,28728
Commercial Area,Apartment,1369,3,4,7,good,9,35,13449
Near Park,Villa,4519,1,4,24,excellent,4,5,14631
City Center,House,5461,6,4,26,poor,5,5,23559
City Center,Studio,747,4,4,36,excellent,6,46,12176
City Center,Penthouse,5896,4,3,38,average,4,53,27367
City Center,Villa,4839,1,4,14,poor,2,39,21944
Suburbs,Penthouse,2651,1,2,28,excellent,4,92,14382
City Center,Villa,1961,5,1,1,good,5,5,10781
Commercial Area,Apartment,972,6,4,30,average,3,39,14484
Near Park,Penthouse,2052,3,1,3,poor,4,16,10255
Near Park,House,3547,5,2,25,average,9,95,16376
Commercial Area,Penthouse,3245,5,2,15,poor,4,34,15938
City Center,Villa,4784,1,3,1,poor,0,59,13745
Near Park,House,5817,6,1,27,good,0,36,28298
Suburbs,Apartment,5305,1,1,27,average,3,19,10123
Near Park,Penthouse,1298,2,1,38,good,5,80,10422
Commercial Area,House,4158,3,1,23,poor,7,5,18069
Near Park,Penthouse,3707,2,4,16,excellent,1,69,13960
Commercial Area,Apartment,3744,2,3,26,poor,5,39,12849
City Center,Apartment,2349,6,4,20,average,3,26,14747
Near Park,Apartment,5412,3,2,0,poor,2,45,17985
Commercial Area,Apartment,3182,5,2,27,good,0,15,16261
Suburbs,House,5396,5,2,4,average,9,11,20790
Suburbs,House,2726,2,4,19,average,6,14,12551
Outskirts,Apartment,2359,3,3,8,poor,5,95,18277
Near Park,Villa,4603,3,4,26,excellent,2,52,18105
City Center,House,2237,2,2,7,average,0,74,10527
Outskirts,Apartment,4814,6,1,17,average,9,90,20723
Near Park,House,1379,3,3,39,excellent,0,61,8887
Suburbs,Penthouse,373,3,1,6,excellent,1,75,6893
City Center,Villa,2491,2,1,24,average,6,19,11807
Suburbs,Apartment,627,2,1,23,excellent,1,71,5886
Near Park,Villa,4460,1,1,25,poor,9,69,17950
City Center,House,2804,4,3,9,average,8,37,16165
City Center,House,1164,6,4,28,average,6,45,16820
Outskirts,Penthouse,1275,1,1,14,good,3,8,6024
City Center,Apartment,1583,6,3,37,average,7,71,16741
Near Park,Apartment,2325,5,2,38,good,3,49,15851
Commercial Area,Studio,3486,6,4,37,poor,9,26,23917
Commercial Area,Penthouse,1586,4,2,38,poor,0,71,10483
City Center,Villa,2441,1,4,16,excellent,8,95,12228
Commercial Area,Apartment,5230,3,1,20,excellent,5,22,21787
Near Park,Studio,5601,4,4,19,good,3,95,21672
Outskirts,Villa,5765,6,3,24,good,3,95,24679
Suburbs,House,4243,4,4,3,excellent,5,48,21633
Suburbs,House,1731,4,2,29,average,7,53,13895
Near Park,Penthouse,5029,1,1,15,average,7,75,21823
Outskirts,House,507,2,1,28,excellent,0,96,5868
Near Park,House,797,3,3,11,poor,0,68,8957
City Center,Studio,617,4,4,16,excellent,5,82,12102
Outskirts,Villa,1267,1,4,24,poor,3,99,9628
Commercial Area,Villa,5578,1,4,16,excellent,5,9,15084
City Center,Studio,1920,5,1,2,excellent,7,15,12697
Commercial Area,Villa,841,1,1,17,good,1,4,4960
City Center,Villa,2846,1,3,0,excellent,3,54,10161
City Center,Penthouse,4790,2,2,2,good,9,26,14806
City Center,Apartment,3362,5,3,28,poor,3,94,22182
City Center,Villa,2015,3,3,28,good,5,94,12360
Outskirts,Villa,1285,3,1,13,good,1,81,10453
Outskirts,Villa,2537,4,1,22,excellent,4,47,10393
City Center,House,1735,4,2,35,excellent,9,4,12514
Near Park,Studio,2106,5,2,27,average,4,22,15263
City Center,Penthouse,5323,4,4,31,poor,9,74,26394
City Center,House,5538,6,1,13,poor,9,41,21115
Near Park,Studio,2804,1,2,13,average,4,98,12967
Near Park,Penthouse,4004,4,1,0,average,9,98,19070
City Center,House,2277,3,4,13,average,1,11,11918
Suburbs,Penthouse,1672,6,1,2,good,2,89,14510
Suburbs,Villa,452,4,3,15,excellent,5,77,11249
Near Park,House,3256,1,3,3,average,4,7,13861
City Center,House,4508,2,2,13,excellent,3,65,18100
Commercial Area,Apartment,5416,1,4,29,average,1,47,17960
Commercial Area,Villa,2392,1,4,34,average,9,37,13378
City Center,Villa,4686,4,2,10,poor,7,49,19821
City Center,House,5249,3,4,23,excellent,0,52,24043
City Center,House,3450,1,2,26,excellent,0,68,11711
Commercial Area,Studio,5026,4,4,3,excellent,0,83,22825
Commercial Area,Apartment,2033,4,1,19,good,9,51,12688
Near Park,House,2520,2,2,30,good,3,70,13041
Outskirts,Penthouse,2064,6,3,26,poor,5,32,16230
Near Park,Studio,5212,3,2,12,excellent,8,47,14549
Near Park,House,5150,2,1,17,excellent,2,60,22261
Suburbs,Villa,1053,1,1,37,good,7,93,6611
Near Park,Apartment,3498,4,2,23,poor,9,61,19326
Near Park,Studio,1406,5,4,21,excellent,6,10,13101
Near Park,Penthouse,4876,6,1,11,excellent,0,21,18704
Near Park,Studio,5808,5,2,19,good,6,42,18253
