location,property_type,condition,area,bedrooms,bathrooms,age,amenities_score,crime_index,market_volatility,economic_stability,demand_score,risk_score
Commercial Area,Studio,average,3029,4,3,27,3,77.24,1.41,0.78,46,66.47
Outskirts,Apartment,average,4691,6,1,28,5,82.96,1.73,0.86,91,68.12
Suburbs,House,average,1248,4,2,18,6,1.29,1.38,1.32,37,29.98
Commercial Area,Apartment,excellent,4126,5,4,15,4,56.71,1.71,0.62,5,66.1
Commercial Area,Apartment,average,2677,6,4,1,9,16.23,0.94,1.2,32,5.49
Suburbs,Apartment,poor,4344,2,3,11,9,81.51,1.16,0.53,70,50.17
Suburbs,House,good,3955,5,2,35,6,76.84,0.94,1.28,9,45.52
Suburbs,Apartment,good,4261,3,2,8,1,12.44,0.79,1.23,36,21.15
Outskirts,House,poor,5127,2,1,8,3,30.63,0.6,0.83,5,28.58
Outskirts,Apartment,good,5402,3,2,12,9,59.88,1.72,1.17,81,45.24
Near Park,Penthouse,poor,2960,3,2,15,9,27.64,0.9,1.47,56,5.63
Outskirts,House,average,1958,3,3,24,3,82.99,1.81,1.0,53,74.96
Suburbs,Penthouse,good,1344,1,3,30,2,75.88,1.26,0.7,14,66.88
Near Park,Apartment,excellent,4070,5,2,13,4,81.41,1.27,1.16,50,61.19
Suburbs,House,poor,4695,4,4,12,0,26.6,1.71,1.37,5,47.7
City Center,Studio,good,2444,6,3,24,8,20.5,1.39,0.69,30,33.1
Commercial Area,Penthouse,poor,3934,1,1,19,8,35.2,1.35,0.67,45,32.73
City Center,Villa,average,1062,2,1,20,2,36.97,0.52,0.94,87,38.37
Suburbs,Villa,good,1416,6,3,9,1,71.99,0.77,0.9,97,54.64
Outskirts,Studio,excellent,4450,4,2,17,6,51.63,0.55,1.16,10,35.63
Commercial Area,Studio,average,362,6,4,11,7,48.58,1.12,1.09,28,27.5
Outskirts,Villa,poor,5848,5,3,33,7,69.16,1.69,1.08,64,56.93
Outskirts,House,good,1149,1,4,5,7,6.5,0.86,0.5,93,16.2
Commercial Area,Apartment,poor,3237,6,3,26,3,28.01,1.58,0.8,36,49.76
Commercial Area,House,excellent,3716,1,2,21,1,45.81,1.26,0.66,73,54.02
City Center,Villa,average,4031,1,3,1,5,31.6,1.16,1.4,64,21.44
Suburbs,Penthouse,average,1086,4,1,12,9,87.63,1.2,0.83,62,57.92
Outskirts,Penthouse,poor,432,6,2,35,0,16.31,0.71,1.1,43,37.13
Suburbs,Apartment,poor,2991,6,2,15,2,54.7,1.65,1.15,3,51.44
Suburbs,Apartment,good,1442,2,1,5,6,40.76,1.62,1.07,79,43.03
Near Park,Villa,good,1167,5,4,33,7,30.57,1.31,1.05,53,38.95
City Center,Villa,good,3239,5,2,4,4,6.31,1.01,0.51,52,30.37
Outskirts,Apartment,good,5867,2,1,8,5,25.77,1.67,1.12,56,38.56
Commercial Area,Penthouse,good,5937,4,1,18,0,31.06,0.81,0.69,11,39.72
Commercial Area,Studio,excellent,480,3,2,4,9,20.39,0.85,1.2,47,12.29
Suburbs,Studio,good,1645,1,4,21,5,75.23,0.89,1.44,72,45.51
City Center,Studio,average,5080,4,2,8,1,62.4,0.63,1.0,2,48.07
City Center,Penthouse,average,4916,5,4,31,3,88.71,0.93,1.29,69,61.68
Outskirts,House,average,3380,4,1,21,8,19.91,0.63,1.18,26,16.42
Outskirts,House,poor,1780,5,1,26,8,17.6,0.83,1.4,79,22.17
Suburbs,Penthouse,average,4252,3,3,23,0,87.45,0.92,1.36,33,49.53
Suburbs,House,poor,4888,6,2,12,9,61.72,0.59,1.42,18,17.5
Suburbs,Studio,good,963,1,1,2,4,8.34,1.23,0.88,23,22.22
Near Park,Penthouse,good,1861,6,1,18,3,1.21,1.87,1.12,4,34.6
City Center,Apartment,excellent,5592,6,1,29,6,4.43,1.68,1.39,22,30.17
Suburbs,Penthouse,excellent,1883,1,2,32,4,7.33,1.28,1.45,91,28.41
City Center,Villa,excellent,4245,5,3,7,9,25.19,1.73,0.61,71,40.96
Commercial Area,Studio,excellent,5848,6,2,39,1,58.77,1.21,1.2,22,50.31
Commercial Area,Studio,excellent,2500,5,2,31,0,91.93,1.74,1.43,40,76.6
City Center,Villa,average,4303,1,4,7,7,5.32,1.34,0.68,32,22.76
Commercial Area,Studio,good,1602,1,3,37,6,37.58,0.98,1.06,17,36.42
Commercial Area,Villa,poor,3334,6,2,13,4,56.39,0.87,0.65,7,41.18
Commercial Area,Villa,poor,3411,6,1,34,5,89.23,0.91,0.93,90,56.81
Outskirts,Studio,average,5757,6,3,20,5,91.78,1.54,1.48,93,60.77
Outskirts,Penthouse,excellent,5569,5,4,35,8,53.71,1.29,1.37,86,48.79
City Center,Villa,good,2941,1,2,28,1,32.14,0.77,0.65,77,47.35
City Center,Apartment,excellent,474,5,1,25,0,0.41,1.11,0.69,17,42.44
Near Park,Villa,excellent,2440,1,3,34,4,54.34,1.65,1.28,3,55.47
Outskirts,Apartment,good,5013,3,4,24,1,21.15,1.71,0.92,39,43.04
City Center,Penthouse,poor,2738,3,2,39,1,11.49,1.31,0.8,36,36.79
Outskirts,Villa,good,2850,2,4,34,7,69.32,1.0,0.91,81,44.03
Near Park,Villa,average,948,2,4,12,3,12.75,1.2,0.51,49,31.99
City Center,Villa,average,5819,2,1,13,5,59.19,1.56,0.75,4,56.92
City Center,Apartment,good,5566,5,2,27,0,79.55,1.01,0.7,30,73.98
City Center,Penthouse,excellent,5674,4,1,38,2,91.81,0.96,1.18,74,62.42
City Center,Studio,poor,4644,4,4,33,2,3.93,1.99,1.49,27,42.47
Suburbs,House,good,1202,1,1,2,0,81.82,0.97,1.08,96,64.0
Outskirts,Villa,average,3731,1,1,20,3,34.69,0.75,1.49,86,18.8
Outskirts,Villa,good,5650,4,2,1,9,12.85,0.55,1.22,40,0.0
Outskirts,Villa,excellent,1934,2,3,30,1,24.22,1.88,0.92,80,52.26
Near Park,Studio,excellent,1507,2,3,7,9,31.79,1.12,1.03,67,27.33
Suburbs,Penthouse,average,3185,1,1,19,0,67.24,1.67,1.37,59,55.72
Outskirts,Apartment,good,2762,1,1,34,4,14.01,0.87,1.38,18,17.0
Outskirts,Studio,average,4840,1,2,35,1,1.48,0.57,1.15,48,17.39
City Center,Penthouse,good,4325,3,1,31,4,65.67,1.56,1.2,92,61.87
City Center,House,average,1520,3,4,33,8,35.11,0.68,0.57,68,31.51
City Center,Penthouse,excellent,1463,3,2,6,9,42.69,1.34,0.74,21,47.85
Outskirts,Penthouse,excellent,2454,2,3,34,5,27.64,0.93,1.27,17,26.79
City Center,Apartment,good,4651,4,1,38,6,47.06,1.54,1.39,68,46.33
Outskirts,Penthouse,good,1445,6,4,32,8,29.9,1.12,0.74,47,34.94
Near Park,Penthouse,average,3001,4,4,7,9,24.7,1.66,1.06,34,15.96
Near Park,Villa,poor,943,5,2,27,2,49.6,1.7,1.29,58,53.26
Commercial Area,Apartment,poor,4051,2,2,10,4,22.34,1.56,0.95,93,43.77
Suburbs,Penthouse,average,3332,4,3,5,6,67.47,1.33,0.62,10,54.42
City Center,Penthouse,average,4740,1,4,1,3,94.39,1.03,0.9,81,60.65
City Center,Villa,average,2786,5,2,30,4,40.8,0.69,0.53,1,32.68
Suburbs,Apartment,poor,2726,4,4,37,3,84.92,0.96,0.94,39,63.4
Suburbs,House,average,4684,4,4,4,3,62.78,1.33,1.08,74,45.84
Commercial Area,Apartment,excellent,1210,6,3,15,0,13.88,0.74,0.79,44,33.93
Suburbs,Studio,excellent,1994,3,4,37,0,11.79,1.49,1.4,12,47.68
Outskirts,Penthouse,excellent,2978,3,4,24,6,72.47,1.51,0.63,42,55.01
City Center,Studio,average,5781,4,4,29,0,75.9,1.79,0.81,92,76.11
Suburbs,Studio,average,4905,1,2,22,8,49.78,1.48,1.36,69,32.15
Outskirts,House,excellent,3516,4,2,21,1,75.12,1.48,1.06,98,66.37
Suburbs,Penthouse,excellent,4223,6,2,34,4,42.42,1.9,0.59,22,59.36
Outskirts,Apartment,average,4826,4,1,25,5,85.82,1.64,0.84,83,78.03
Near Park,Villa,average,496,3,1,27,4,41.2,1.03,0.59,90,37.52
Outskirts,Penthouse,poor,5009,2,2,37,0,42.8,1.24,0.68,30,54.37
Commercial Area,Studio,excellent,1829,4,3,34,1,99.82,0.93,1.37,67,70.49
Outskirts,Studio,poor,2447,4,1,14,7,34.45,1.75,1.17,55,32.32
Suburbs,Penthouse,poor,3950,3,3,8,8,27.11,1.83,1.09,36,39.03
Near Park,House,excellent,4565,5,1,2,6,41.56,0.74,0.8,43,17.88
Near Park,Apartment,average,4146,5,4,35,5,59.64,0.93,0.7,84,44.42
Outskirts,Villa,poor,4705,3,4,37,5,86.3,1.29,0.84,82,64.77
Suburbs,House,good,589,5,2,20,8,84.33,0.71,0.59,11,49.46
Near Park,Apartment,average,3693,5,3,3,2,31.59,1.7,1.21,31,41.14
Outskirts,Penthouse,poor,834,4,2,18,4,13.93,1.68,1.47,58,31.66
Outskirts,House,good,1379,2,4,26,2,19.53,1.82,0.88,7,48.06
Outskirts,Villa,average,5029,3,3,5,6,54.12,1.83,1.02,52,43.75
Near Park,Apartment,good,5245,5,4,32,5,71.23,0.76,0.83,98,38.65
City Center,Penthouse,excellent,5338,5,1,39,1,70.88,1.3,1.22,25,62.6
Suburbs,Apartment,poor,1592,2,3,38,2,99.3,0.87,1.17,96,67.7
Commercial Area,Villa,good,1558,5,1,34,3,29.24,1.64,0.99,97,52.68
Commercial Area,Penthouse,excellent,2993,3,3,17,9,78.99,1.74,0.54,24,59.6
Suburbs,Studio,poor,2953,1,3,17,2,15.02,1.08,1.41,32,15.23
City Center,Studio,excellent,2699,1,3,16,8,29.38,1.11,1.0,74,24.25
Suburbs,House,poor,5063,6,2,9,0,78.19,1.32,0.55,18,70.34
Outskirts,Penthouse,good,4901,1,1,22,9,44.76,0.61,0.88,58,26.17
Suburbs,Penthouse,excellent,1926,6,3,8,3,62.4,0.85,0.77,21,42.85
Suburbs,House,average,5075,3,4,13,8,42.37,1.59,0.66,94,48.13
Near Park,Apartment,poor,5644,1,4,19,4,89.85,1.94,1.04,71,77.4
Commercial Area,House,poor,3413,3,2,36,3,44.74,1.58,1.38,36,54.04
Commercial Area,Penthouse,excellent,5756,2,2,2,8,52.49,0.81,0.88,8,32.23
Outskirts,Studio,good,2168,1,2,21,2,74.05,1.46,1.37,5,65.88
Outskirts,Apartment,excellent,3462,5,4,23,7,10.43,1.57,1.14,98,27.11
Near Park,Penthouse,poor,3812,3,4,30,5,60.88,1.02,0.71,61,49.32
Outskirts,Villa,poor,3783,4,1,39,9,71.75,1.26,0.94,26,44.69
City Center,Studio,average,2564,6,3,2,1,58.44,0.5,1.33,65,33.33
Near Park,Studio,poor,857,1,4,37,3,0.71,1.03,0.68,71,35.51
Near Park,House,good,4956,4,2,0,4,38.76,0.73,0.89,80,35.25
Suburbs,Penthouse,poor,3202,6,4,33,0,26.24,1.04,0.59,47,46.5
Suburbs,Penthouse,excellent,1217,1,2,3,1,6.51,1.14,0.79,72,29.3
City Center,House,average,4761,4,2,15,4,51.29,0.93,1.44,32,32.43
Near Park,Penthouse,excellent,1402,2,1,6,9,22.15,1.65,0.7,87,38.46
Near Park,Penthouse,poor,2767,1,3,28,8,26.08,0.83,1.08,41,19.07
Suburbs,Studio,poor,1768,5,1,26,0,37.9,1.24,1.04,24,56.09
Commercial Area,Apartment,excellent,2825,3,1,39,8,79.22,1.18,0.6,86,60.15
Commercial Area,Villa,poor,5060,3,3,10,0,57.16,1.56,1.35,96,50.95
Suburbs,Villa,good,472,1,4,18,2,52.54,1.29,1.03,25,52.92
Outskirts,Apartment,good,574,4,4,37,9,39.23,0.58,0.98,98,21.51
Near Park,Villa,excellent,5804,3,2,29,0,70.95,1.81,1.33,73,70.26
City Center,Apartment,excellent,675,5,1,10,0,60.59,1.42,1.16,16,63.59
Commercial Area,Penthouse,excellent,3146,5,3,7,2,85.96,0.85,1.02,93,49.93
Outskirts,House,average,5068,6,3,6,8,55.82,1.31,1.18,67,34.96
Near Park,Penthouse,good,3755,1,2,6,6,97.27,1.51,1.08,61,71.15
Outskirts,House,excellent,2455,6,2,12,6,32.32,1.84,1.42,44,38.42
Near Park,Apartment,good,4700,1,3,1,5,37.62,1.2,0.87,15,42.15
Near Park,Penthouse,excellent,1555,4,1,9,8,72.79,1.63,1.24,41,46.61
Suburbs,Apartment,poor,2582,5,4,19,4,37.38,1.12,0.74,60,31.83
Suburbs,Studio,poor,1087,6,4,32,3,22.29,0.85,1.22,5,26.47
City Center,Apartment,average,800,4,2,35,2,52.45,0.94,1.37,41,44.82
City Center,Penthouse,poor,4332,6,3,29,5,44.33,1.51,1.4,26,44.56
Outskirts,House,poor,2482,1,4,0,8,21.4,1.06,0.96,17,14.12
Suburbs,Studio,average,3956,2,2,33,2,28.96,1.35,1.04,76,41.53
Near Park,Penthouse,excellent,802,6,4,2,5,95.84,0.65,0.93,92,46.45
Suburbs,Penthouse,poor,1025,1,3,4,0,60.25,1.96,0.58,61,83.32
Near Park,Penthouse,average,4457,2,3,1,2,68.38,1.0,1.32,3,42.94
Suburbs,Studio,excellent,4954,6,4,3,9,99.32,1.62,0.53,95,56.71
Near Park,Penthouse,excellent,3929,3,1,33,0,30.33,1.6,1.21,30,59.35
Outskirts,House,poor,1242,3,3,30,6,26.79,1.76,1.34,54,41.28
Suburbs,Penthouse,poor,2765,6,4,1,3,46.65,1.8,1.41,99,48.34
Commercial Area,Villa,good,1434,4,3,8,1,37.58,1.81,0.86,85,66.88
Commercial Area,Apartment,good,3338,5,4,33,1,87.02,1.85,0.52,91,90.06
Near Park,Villa,poor,4916,1,4,22,4,29.29,1.48,0.83,75,50.72
Outskirts,House,good,4335,3,3,15,5,45.74,0.67,1.2,4,24.82
Near Park,House,excellent,3578,4,3,1,4,31.34,0.94,0.53,53,26.73
Outskirts,Apartment,good,3000,3,4,14,8,72.41,1.0,0.58,77,50.42
City Center,House,excellent,3959,3,4,31,9,7.11,1.05,1.01,68,18.31
Suburbs,House,good,397,2,3,9,3,55.34,0.65,0.77,98,43.63
Outskirts,Penthouse,excellent,1652,1,3,29,4,65.55,1.84,0.7,94,69.69
Near Park,Apartment,excellent,4362,5,2,6,7,55.59,0.69,1.08,78,20.7
City Center,Villa,excellent,1235,5,1,5,7,55.32,1.28,1.02,94,35.76
Near Park,Penthouse,average,2447,6,1,15,8,17.9,1.5,1.43,95,22.55
Commercial Area,Penthouse,average,3436,4,4,14,0,0.9,1.59,0.85,12,41.8
Commercial Area,Villa,excellent,4607,4,2,27,0,4.06,1.38,0.64,29,50.44
Suburbs,House,poor,1208,5,2,5,4,7.53,1.23,0.99,32,25.68
Suburbs,Studio,poor,2428,2,3,35,7,23.89,1.21,1.32,43,14.2
City Center,Studio,poor,2982,1,4,25,4,63.74,1.53,1.39,62,58.57
Commercial Area,House,poor,4656,3,3,31,3,34.29,1.4,1.2,80,34.0
Outskirts,Penthouse,excellent,2597,5,4,16,8,1.3,0.88,0.71,92,15.63
Commercial Area,Villa,good,5599,1,2,24,7,23.7,1.41,1.4,64,20.95
Suburbs,Studio,good,3835,2,2,28,7,36.61,1.72,0.96,35,41.83
Near Park,Penthouse,poor,3911,1,4,4,7,11.21,1.92,0.71,70,49.34
City Center,Studio,average,5005,5,4,0,9,79.31,1.93,1.46,69,56.07
Commercial Area,Villa,poor,2233,5,4,34,3,52.92,0.77,0.6,32,51.59
Outskirts,Penthouse,poor,3317,2,4,37,8,36.45,0.83,1.39,23,21.93
Outskirts,Apartment,excellent,705,2,4,37,3,27.07,1.7,0.7,27,52.92
Outskirts,Penthouse,poor,2430,1,3,23,8,75.3,1.42,1.42,74,47.7
City Center,Apartment,poor,3115,3,2,18,9,85.67,1.54,1.27,63,63.12
Outskirts,House,average,3888,3,3,21,2,47.65,0.92,0.87,30,43.86
Outskirts,Villa,excellent,5298,4,3,32,0,99.1,1.92,0.63,7,93.88
Commercial Area,Studio,average,753,4,4,6,9,48.01,1.26,1.37,93,22.3
City Center,House,poor,939,3,1,38,6,41.67,1.53,0.96,98,46.11
Near Park,House,excellent,5378,6,2,19,1,93.88,1.48,0.82,12,79.57
Near Park,Penthouse,good,4257,4,4,24,6,66.7,0.77,0.84,46,44.96
Outskirts,Penthouse,good,3998,6,4,9,7,50.28,1.57,1.23,96,37.84
Suburbs,Apartment,excellent,4466,2,1,37,1,74.43,1.2,1.49,24,54.12
City Center,Apartment,poor,2118,6,3,4,4,7.03,1.32,1.28,98,15.15
Suburbs,House,excellent,2101,5,3,20,5,34.05,1.7,1.28,80,40.17
City Center,House,average,5499,4,4,26,6,1.87,0.6,0.76,76,17.58
City Center,Penthouse,poor,5916,1,2,38,6,11.88,0.87,1.28,34,18.15
Commercial Area,Penthouse,average,1310,2,1,1,5,90.79,0.77,1.12,36,43.28
Outskirts,Studio,excellent,666,6,3,8,3,68.0,0.97,0.52,13,52.27
Commercial Area,Villa,good,5655,5,4,27,0,29.79,0.68,1.05,78,34.55
Suburbs,Studio,excellent,1340,3,1,2,0,8.36,1.73,1.35,80,29.09
Suburbs,Villa,excellent,1900,3,3,2,2,67.53,1.57,0.76,6,48.61
Near Park,House,poor,2793,5,4,19,5,18.13,1.81,1.09,1,42.66
Commercial Area,Penthouse,good,4862,1,2,16,1,87.23,1.93,0.61,67,74.43
Commercial Area,Studio,good,1669,4,2,32,7,39.73,1.22,0.58,58,35.81
Commercial Area,Villa,average,2272,1,4,15,8,23.05,1.73,1.32,83,29.68
Near Park,Apartment,average,1875,5,4,18,3,26.38,0.7,0.51,68,37.4
Commercial Area,Villa,poor,1455,1,3,33,2,43.78,1.13,0.71,91,47.65
Commercial Area,Villa,good,3575,5,1,22,8,75.39,1.79,0.65,55,61.25
Commercial Area,Penthouse,excellent,5964,6,1,28,7,14.85,1.36,1.23,78,27.29
Commercial Area,Studio,good,2048,5,4,24,3,86.03,1.67,1.44,27,57.8
Suburbs,House,good,5907,1,1,29,7,27.1,1.14,1.35,32,26.45
Outskirts,Studio,poor,3553,6,1,29,4,34.1,1.11,0.67,41,42.47
Suburbs,House,excellent,2953,4,3,17,2,8.94,1.31,0.68,74,37.1
Commercial Area,Apartment,excellent,3858,1,3,11,7,89.37,1.89,0.89,94,67.38
City Center,Penthouse,poor,5806,6,2,29,0,57.89,1.73,0.86,56,73.22
City Center,Villa,good,4845,1,3,19,4,4.89,1.71,0.92,45,39.99
Near Park,Studio,excellent,3472,5,1,30,4,27.77,1.14,1.38,54,33.67
Suburbs,Studio,average,4513,5,1,14,0,16.53,1.06,1.32,75,31.93
Near Park,House,good,4830,5,1,35,4,56.15,1.87,0.79,97,63.9
Near Park,Studio,poor,4519,1,2,10,0,6.23,1.6,1.48,87,34.83
City Center,Villa,average,2656,4,1,12,7,53.34,0.61,1.31,36,20.58
Suburbs,House,excellent,1654,5,1,19,3,95.52,0.91,0.71,47,64.38
Outskirts,Villa,average,2295,5,3,19,1,58.23,0.73,0.64,51,54.19
Suburbs,House,average,4013,4,1,21,2,18.43,0.74,0.79,72,33.26
Near Park,Villa,average,4753,2,2,31,7,75.07,1.51,0.99,55,58.35
Commercial Area,House,good,3548,2,3,3,4,18.14,1.91,0.52,89,56.38
Near Park,Penthouse,good,4058,5,3,33,2,8.25,1.31,1.44,98,23.52
Suburbs,Studio,poor,3927,1,1,9,5,67.62,1.26,1.26,30,45.27
City Center,Villa,excellent,5158,4,2,17,9,95.33,0.7,1.43,21,40.93
Suburbs,Apartment,excellent,2275,1,1,6,3,53.41,1.22,0.96,92,45.84
Outskirts,Penthouse,poor,5478,4,4,30,5,5.2,1.33,1.19,60,32.69
Commercial Area,Penthouse,average,5112,3,3,38,9,85.14,0.98,1.0,22,46.45
Commercial Area,Villa,good,3931,2,3,0,1,0.29,1.15,1.31,19,23.21
Near Park,Villa,average,1737,4,4,12,3,0.99,1.38,0.54,19,44.65
Suburbs,Apartment,poor,1161,3,1,26,3,0.16,1.06,1.45,39,11.58
City Center,Villa,good,1473,5,4,15,1,75.29,0.77,0.79,62,50.26
Outskirts,Apartment,good,1121,1,1,14,8,41.05,1.76,1.23,36,33.77
Near Park,Villa,excellent,4704,4,4,31,2,94.06,0.56,0.7,36,63.94
Suburbs,Apartment,good,5486,6,4,17,4,56.15,1.11,0.94,8,54.84
City Center,House,poor,826,6,2,23,6,54.98,1.96,0.78,75,71.25
Suburbs,Studio,good,2747,5,2,25,9,76.54,1.43,1.13,43,42.74
City Center,Studio,excellent,3210,6,1,35,4,39.33,1.12,0.8,10,48.06
Suburbs,Villa,excellent,2764,6,1,23,1,9.08,1.48,1.4,48,39.66
Suburbs,Villa,excellent,3961,1,2,3,6,78.91,0.71,1.32,19,29.18
Near Park,Studio,excellent,5759,3,1,30,9,85.52,0.72,1.44,77,41.57
Suburbs,Studio,poor,5096,4,1,11,8,99.24,0.98,1.17,75,55.13
Suburbs,Apartment,poor,2549,4,1,5,0,93.16,1.52,0.94,93,76.56
Near Park,Apartment,good,3628,6,2,30,9,16.79,0.83,1.18,1,8.09
Near Park,House,good,5014,1,2,1,6,95.99,1.96,0.8,42,85.27
Commercial Area,House,good,4200,1,1,16,1,55.75,1.63,1.4,39,51.69
Commercial Area,Apartment,good,811,2,3,14,5,33.19,1.37,1.45,82,38.05
Near Park,House,average,4202,1,2,23,2,20.69,0.71,1.33,38,31.3
Outskirts,Penthouse,good,4853,5,4,36,0,93.96,1.56,1.21,97,79.4
City Center,Apartment,good,4943,5,4,20,7,1.78,1.33,0.95,73,25.09
Near Park,House,average,3100,3,1,25,2,29.57,0.57,1.23,39,25.11
Commercial Area,House,average,448,4,2,33,3,39.2,0.96,1.0,58,50.74
Suburbs,Villa,average,1384,4,4,3,4,79.4,1.05,0.89,75,53.36
Near Park,Villa,average,4356,4,1,10,6,36.61,0.93,1.43,45,17.92
Near Park,Villa,average,1507,5,2,21,6,85.54,1.33,0.7,59,61.82
Commercial Area,Studio,good,2044,1,2,29,6,27.58,1.41,1.0,93,33.21
Commercial Area,Studio,excellent,4950,6,2,24,1,40.39,1.37,0.87,96,53.96
Outskirts,Studio,good,1425,1,2,0,5,9.66,1.45,1.03,9,31.3
Commercial Area,Apartment,good,3534,6,4,35,3,17.06,1.58,1.1,1,36.64
Commercial Area,Villa,excellent,4980,4,3,34,4,59.34,1.0,0.89,88,58.25
Commercial Area,Villa,good,5540,4,4,9,7,2.27,1.54,1.49,64,21.97
Suburbs,Apartment,good,5463,5,1,28,3,49.52,0.92,1.45,41,38.16
Near Park,Studio,excellent,4113,4,4,18,1,91.1,0.82,1.46,7,58.35
Near Park,House,good,5434,5,2,28,4,65.32,0.8,0.88,93,45.78
Commercial Area,Penthouse,excellent,4943,3,2,15,4,44.09,1.35,1.2,9,34.8
Outskirts,Villa,good,4124,3,4,15,5,3.54,1.46,0.82,81,25.72
Commercial Area,Studio,average,823,1,1,35,7,52.93,1.85,0.87,72,52.18
Outskirts,House,excellent,5600,1,4,33,7,42.06,1.91,1.01,81,47.29
Near Park,Villa,good,2166,6,3,28,1,49.18,1.33,1.11,3,67.23
Outskirts,Villa,average,5217,1,1,22,0,69.91,1.9,0.99,26,72.36
Outskirts,Penthouse,poor,472,6,4,20,2,26.98,1.83,1.37,86,42.48
City Center,Studio,poor,2253,4,2,24,4,49.2,1.69,0.57,94,63.35
Outskirts,Apartment,good,5942,1,1,10,9,7.43,0.51,0.68,66,6.51
Outskirts,House,good,4538,5,1,15,8,6.07,1.71,1.18,60,22.97
Suburbs,House,good,2944,3,1,16,7,6.49,0.97,1.3,45,10.75
Near Park,Studio,poor,3204,2,4,35,9,44.24,0.66,1.47,39,14.06
Commercial Area,House,excellent,2339,1,1,17,0,76.35,1.49,1.39,42,63.59
City Center,Apartment,average,3971,5,3,24,9,73.89,1.05,1.16,37,45.62
Outskirts,House,poor,4872,5,3,26,4,91.05,0.68,0.58,14,66.48
Suburbs,Studio,average,3212,1,1,1,8,56.7,0.54,0.78,7,26.66
Suburbs,Apartment,good,1350,1,3,35,9,33.97,0.67,1.42,19,16.29
Commercial Area,Penthouse,poor,5673,2,3,3,9,46.45,1.17,1.17,41,24.65
Commercial Area,Studio,excellent,699,5,2,36,2,12.05,1.57,1.2,31,39.06
Near Park,Penthouse,poor,2813,4,4,0,9,37.93,1.98,1.45,67,35.69
Outskirts,House,average,1792,2,2,17,4,65.99,0.72,0.99,3,37.71
Suburbs,Apartment,average,4805,6,4,39,8,41.18,1.4,1.08,47,31.87
City Center,House,excellent,2623,2,2,24,4,20.63,0.96,0.78,43,36.36
Near Park,Studio,poor,2662,6,4,5,3,32.41,1.49,0.75,20,44.38
Outskirts,Penthouse,poor,5601,2,4,34,5,30.03,2.0,1.49,75,42.99
Commercial Area,Penthouse,average,631,2,1,18,3,9.43,1.11,0.53,17,41.82
Outskirts,House,good,3631,4,1,37,9,96.25,1.56,1.23,77,66.46
Commercial Area,Studio,poor,1965,6,2,27,4,68.08,0.53,1.03,72,45.44
Outskirts,House,good,875,1,1,26,1,26.92,1.54,0.63,40,57.94
City Center,Villa,excellent,4997,4,1,2,9,40.58,1.62,0.76,77,35.74
Near Park,Studio,average,328,3,1,14,0,76.55,1.65,1.49,3,69.97
Commercial Area,Studio,poor,3006,5,3,34,6,85.13,1.14,0.87,77,55.52
City Center,Apartment,average,4013,6,3,6,8,85.03,1.42,0.98,29,46.96
Suburbs,Villa,good,1771,5,3,20,6,72.22,1.61,0.74,8,65.9
City Center,Penthouse,poor,831,4,3,13,5,33.04,1.14,0.98,23,30.04
City Center,House,poor,5437,6,3,13,4,91.84,1.74,0.64,86,80.67
City Center,Penthouse,average,3164,2,1,29,5,12.1,1.59,1.11,36,33.49
Commercial Area,Studio,average,2213,1,4,1,1,82.86,0.96,0.54,95,63.6
Suburbs,House,average,4082,5,2,4,4,35.72,1.38,0.7,10,39.44
Near Park,Penthouse,excellent,4795,4,1,15,4,54.11,0.78,1.0,60,31.93
City Center,House,excellent,1642,6,3,20,0,83.56,0.75,0.66,50,62.58
Commercial Area,Penthouse,excellent,5295,4,4,21,6,84.4,1.04,1.32,52,53.14
Commercial Area,House,average,3244,3,3,15,1,8.8,1.86,1.09,41,42.6
Near Park,Penthouse,poor,3598,1,1,36,2,10.06,1.76,1.19,23,37.72
Outskirts,Penthouse,average,5818,5,4,36,5,48.82,0.92,0.66,70,38.75
Suburbs,House,average,4792,6,1,30,5,29.88,1.05,0.51,14,42.88
Suburbs,Apartment,excellent,1836,4,3,7,2,93.43,1.79,1.02,11,73.93
City Center,House,poor,3459,2,2,7,6,32.42,0.65,0.54,93,32.68
Outskirts,Penthouse,average,1332,3,4,0,6,18.82,0.81,1.32,74,9.44
Suburbs,Villa,average,5207,4,2,3,8,57.59,1.57,0.85,82,41.34
City Center,Studio,good,2427,4,3,10,9,30.79,1.34,1.34,5,24.93
Outskirts,Apartment,good,4686,5,4,24,6,22.08,0.64,1.0,73,14.01
Commercial Area,House,good,3898,6,2,0,1,75.74,1.55,1.29,16,61.84
City Center,Studio,average,5256,4,2,26,0,14.11,1.55,0.99,67,37.34
Outskirts,Apartment,good,1333,4,3,1,0,28.75,1.86,0.54,86,64.2
Near Park,Villa,excellent,853,2,3,0,6,95.26,1.53,0.66,49,70.84
Suburbs,Studio,good,3386,1,3,21,6,95.58,1.95,1.22,57,76.81
City Center,House,good,4952,1,4,33,7,9.92,1.84,0.72,24,43.61
Commercial Area,Villa,good,1870,3,3,28,5,7.58,0.99,1.25,50,10.38
City Center,House,excellent,1461,5,1,36,9,78.94,1.12,1.48,68,44.64
Suburbs,Studio,poor,2233,4,3,28,8,96.5,1.63,0.53,86,70.46
Suburbs,House,excellent,4351,3,4,38,3,25.25,0.69,1.08,2,36.82
