location,property_type,condition,area,bedrooms,bathrooms,age,amenities_score,demand_score,price
aziz bhatti town,house,used,4862,4,1,2,3.82,0.98,144818381
university road,house,old,5408,3,2,24,3.46,0.77,76859408
aziz bhatti town,flat,used,3217,4,3,22,2.52,0.73,63060727
university road,house,new,5143,4,5,29,3.34,0.63,84935427
wapda town,house,old,2947,1,2,23,2.82,1.04,37144617
satellite town,house,old,2831,2,4,0,2.75,0.49,22266186
model town,house,new,1621,6,2,11,4.12,1.05,35448527
model town,house,new,763,6,2,30,2.79,0.64,9068006
university road,plot,new,4303,5,1,17,2.64,0.68,72501804
aziz bhatti town,house,new,3816,3,4,11,3.04,0.98,121320556
aziz bhatti town,plot,new,5377,3,4,10,4.67,1.1,199321046
university road,plot,new,5070,6,3,1,1.87,1.2,180110724
wapda town,plot,used,5189,2,5,11,1.56,1.17,93942480
university road,plot,used,1631,6,4,33,1.53,0.95,36974729
wapda town,plot,used,1423,5,3,16,1.95,0.79,16794677
satellite town,flat,old,4947,4,3,19,4.02,0.42,31016313
satellite town,flat,old,5033,5,3,25,1.16,1.08,79355374
university road,flat,new,3499,6,3,31,3.35,0.48,45576273
satellite town,plot,old,3844,5,3,19,3.98,0.54,32432132
aziz bhatti town,house,used,2282,1,2,0,2.64,0.63,40468173
wapda town,house,used,2856,5,3,25,4.73,0.95,43285961
model town,house,old,5614,1,3,8,1.63,0.87,68984176
model town,house,used,886,1,4,0,2.69,0.87,13284809
satellite town,flat,used,2778,5,3,15,4.77,0.58,30962669
wapda town,plot,old,3107,5,1,0,1.22,0.84,37826763
aziz bhatti town,flat,used,3362,2,5,29,2.37,0.72,65274478
model town,house,used,2304,5,3,16,3.96,0.53,20505559
aziz bhatti town,plot,old,3671,3,2,29,3.37,0.46,38507415
aziz bhatti town,house,old,1108,6,1,18,1.35,0.57,15772469
model town,flat,old,2102,2,1,26,2.74,0.42,11441844
model town,flat,new,5706,2,2,34,3.93,1.07,101277634
satellite town,flat,used,4274,1,4,3,3.02,0.45,34523434
wapda town,house,used,3624,3,4,11,4.76,0.92,54128655
university road,plot,used,893,4,2,4,1.07,0.85,17436996
wapda town,plot,old,4156,2,2,8,3.64,0.95,53030643
university road,flat,used,2340,2,5,14,1.29,0.86,46397798
model town,plot,new,5349,3,2,14,1.81,0.97,88932441
aziz bhatti town,house,used,3180,6,3,21,1.63,0.81,74130206
wapda town,plot,used,5251,1,1,20,4.81,0.93,68889667
aziz bhatti town,house,used,3223,3,3,0,2.48,0.52,48404564
wapda town,flat,old,5203,4,5,8,1.76,0.78,59636061
wapda town,flat,old,4359,1,4,19,3.13,1.08,60926513
aziz bhatti town,flat,old,2197,3,3,13,4.15,0.63,35986904
satellite town,plot,old,3464,5,5,23,3.22,1.09,61325886
model town,house,old,4549,2,2,4,3.69,0.62,42261109
satellite town,flat,new,4751,4,1,24,3.17,0.52,43677606
satellite town,house,used,3981,5,1,6,2.38,1.18,82856972
wapda town,flat,new,3228,3,2,3,3.13,0.76,42136453
model town,house,old,4795,1,3,8,4.84,0.92,67229206
wapda town,flat,new,1323,4,3,23,4.55,0.56,12584514
university road,house,used,5247,1,3,4,1.72,0.46,55272172
wapda town,house,old,3291,1,1,23,1.86,0.79,30785890
aziz bhatti town,house,old,2232,2,2,4,2.24,0.63,35281139
wapda town,plot,used,923,5,5,5,2.47,0.42,7016258
university road,flat,old,1897,3,4,23,4.13,0.91,34307074
wapda town,house,new,2587,4,3,32,3.64,0.8,34419458
university road,plot,used,2816,6,3,15,2.58,1.1,80094775
model town,plot,old,2362,1,5,23,3.47,0.94,31913769
wapda town,plot,old,1974,3,1,30,3.78,0.71,17375793
university road,house,used,1843,2,1,27,4.7,0.75,29175288
model town,house,old,2078,1,5,3,1.17,0.97,30977953
aziz bhatti town,plot,new,2189,2,5,15,4.7,0.46,34917481
satellite town,flat,old,3720,3,5,20,2.86,0.47,25595791
university road,house,used,1687,1,3,34,1.8,0.65,22257324
aziz bhatti town,house,old,1400,2,4,20,1.97,0.55,17997254
model town,flat,old,3959,2,2,7,3.32,1.04,58808252
aziz bhatti town,house,old,2235,4,5,34,3.81,0.49,28878745
wapda town,flat,used,5184,1,5,30,2.75,0.53,40260550
satellite town,flat,old,1776,4,2,8,2.45,0.84,22643851
university road,house,old,1610,5,1,22,1.68,0.5,15658824
model town,plot,new,2139,6,3,16,1.13,0.4,15714917
satellite town,house,new,5971,5,5,1,2.83,1.06,143279168
model town,plot,used,2255,5,2,20,3.05,0.97,34905676
aziz bhatti town,house,new,2689,2,4,21,3.03,1.19,95482157
model town,plot,used,3299,3,1,15,3.67,1.07,56483292
model town,flat,used,1277,2,3,9,1.68,0.76,15249441
aziz bhatti town,plot,old,2423,4,4,11,2.46,0.79,51672661
aziz bhatti town,plot,new,3708,1,2,26,2.76,0.6,62225826
satellite town,house,new,1959,2,4,24,4.5,0.71,25607398
university road,flat,new,3741,6,5,4,1.0,0.65,74558310
aziz bhatti town,plot,new,5458,1,4,15,1.31,1.12,190152306
satellite town,plot,new,4928,4,5,12,1.97,0.53,53151810
model town,house,old,2503,4,3,17,2.37,0.51,17733917
model town,flat,new,1389,3,3,19,1.4,0.42,9380095
wapda town,plot,old,4140,3,4,16,2.06,0.69,36030693
aziz bhatti town,house,old,5277,3,5,33,1.06,0.98,121533024
satellite town,flat,new,715,3,4,4,4.15,1.08,15941879
satellite town,plot,used,871,5,1,14,1.61,0.41,6181578
university road,plot,used,1172,1,2,34,1.53,0.76,17436725
satellite town,plot,new,3268,3,5,34,4.26,0.59,36301504
aziz bhatti town,plot,used,2387,4,3,20,1.72,1.1,69148152
satellite town,plot,used,4749,3,3,28,4.38,1.06,80185223
wapda town,flat,old,5859,3,3,0,2.96,1.01,83784073
model town,plot,new,5322,3,5,10,1.24,0.84,82354610
model town,plot,new,5196,5,5,26,2.17,0.52,51535874
satellite town,plot,old,697,5,4,0,4.7,1.0,12881318
satellite town,plot,new,5316,6,5,3,3.4,0.63,80341287
satellite town,house,old,2330,6,1,21,4.89,0.82,30941063
satellite town,flat,used,2799,5,4,27,3.11,1.05,51444094
wapda town,flat,used,5986,3,5,16,1.61,0.75,63990180
aziz bhatti town,flat,old,3551,2,4,28,4.66,1.18,104367665
wapda town,plot,new,1568,1,2,21,4.62,0.55,13566515
wapda town,flat,new,4531,1,1,11,3.94,0.92,70166529
wapda town,plot,used,2083,5,2,9,1.44,0.96,31133817
model town,plot,new,5977,3,5,24,1.28,1.07,108497594
wapda town,house,old,2825,1,3,24,2.54,0.63,22067904
satellite town,plot,new,2400,1,4,12,3.89,0.63,29833446
wapda town,flat,old,2542,3,1,27,2.24,0.73,22177645
satellite town,plot,used,5435,6,4,5,2.79,1.1,122736393
aziz bhatti town,flat,new,2403,3,5,15,1.66,0.42,32563292
model town,plot,used,4795,4,5,22,4.95,0.53,44101996
aziz bhatti town,house,used,870,4,4,1,4.65,0.48,13714709
aziz bhatti town,plot,new,5000,1,5,9,3.21,0.8,133977916
model town,flat,used,658,1,5,32,3.73,0.91,9621566
satellite town,house,used,5375,4,2,10,2.82,0.92,84141709
satellite town,plot,old,5941,4,3,16,2.86,0.92,79391712
satellite town,house,used,5674,3,3,31,4.83,0.41,37440480
model town,plot,new,3777,5,3,13,3.58,0.86,65815819
wapda town,house,new,3845,1,4,30,1.16,1.08,63751963
university road,plot,used,1786,2,2,9,4.45,0.64,26074171
wapda town,flat,old,929,3,5,0,4.0,1.01,14407078
wapda town,plot,used,1296,6,1,15,3.46,0.4,8859533
aziz bhatti town,flat,used,4081,1,2,13,3.32,0.98,110014945
university road,plot,used,1289,2,4,33,2.15,1.12,30415417
satellite town,plot,old,1072,1,1,13,1.25,0.5,7523932
wapda town,flat,old,5119,2,3,27,1.44,1.04,64263625
model town,flat,old,5882,4,1,12,2.6,0.66,57230213
wapda town,flat,new,4863,5,5,17,4.36,0.87,79324231
satellite town,flat,used,2603,4,3,11,1.59,0.66,29223712
wapda town,plot,old,4085,3,4,2,2.27,1.04,60884904
aziz bhatti town,plot,new,1119,4,2,11,2.62,0.75,26700174
aziz bhatti town,plot,used,1889,4,2,24,4.42,1.1,56650656
wapda town,flat,used,3327,3,3,33,3.63,0.99,46568947
aziz bhatti town,plot,old,4127,5,2,2,4.73,1.19,143728468
model town,plot,old,2482,2,3,0,1.33,1.12,40531470
university road,house,old,1946,6,4,15,1.78,0.63,28796262
wapda town,house,old,774,1,2,33,4.82,1.02,10025634
model town,flat,old,2588,3,4,34,1.32,0.82,28162170
model town,flat,new,2731,6,5,0,1.46,1.09,65944874
model town,house,new,3503,2,1,23,3.88,0.72,41789245
satellite town,plot,used,2845,2,3,16,2.76,0.46,20067688
wapda town,plot,old,1345,2,2,16,2.41,1.13,18239139
wapda town,flat,used,5382,6,5,13,3.19,0.64,63756662
wapda town,plot,old,769,2,1,19,3.48,0.61,5774828
university road,plot,new,1737,3,4,2,3.24,0.72,34243074
model town,house,used,1203,6,5,12,4.37,0.92,22563085
wapda town,house,new,5331,6,4,13,1.26,1.12,114865669
aziz bhatti town,flat,used,5634,6,1,5,3.79,0.81,151805911
satellite town,flat,old,3001,3,5,26,1.26,0.64,27042589
university road,house,used,4478,1,4,33,3.28,0.43,41681229
satellite town,plot,used,5103,4,2,21,3.17,0.62,49942432
model town,house,used,5677,6,5,4,4.89,1.01,123025402
aziz bhatti town,house,used,2712,6,1,17,3.23,0.69,54344910
model town,flat,new,3878,4,1,33,3.53,0.65,43495363
wapda town,plot,new,3984,3,1,33,3.43,0.8,48770391
satellite town,flat,old,4167,3,2,22,3.45,0.55,31215186
aziz bhatti town,flat,used,5114,2,1,0,2.08,0.97,137755703
satellite town,house,new,2047,6,4,14,4.94,0.44,20937460
university road,house,old,3620,2,2,32,2.82,0.89,58569598
aziz bhatti town,flat,new,4862,3,3,15,1.02,0.43,62737772
university road,house,new,1374,5,5,19,1.56,1.2,43376076
aziz bhatti town,house,new,3687,2,2,7,2.41,0.5,55575035
wapda town,plot,old,1669,3,2,11,3.78,1.16,26089494
satellite town,plot,used,1092,1,1,0,4.26,0.99,18847310
satellite town,flat,new,2371,3,5,7,4.63,1.04,50893970
model town,plot,used,3594,4,4,28,3.3,0.99,57792022
aziz bhatti town,flat,used,1478,1,4,21,2.86,0.82,32158409
aziz bhatti town,plot,new,1572,4,1,3,4.33,0.7,37904719
university road,house,used,3323,1,2,8,3.43,0.42,31089373
aziz bhatti town,house,used,1574,5,1,1,2.74,0.74,36151662
satellite town,flat,used,3518,4,5,13,3.56,0.81,53786090
aziz bhatti town,plot,old,1009,3,5,34,1.22,0.48,11427327
model town,house,old,3264,6,3,29,3.97,1.08,55710355
model town,flat,new,2681,6,1,24,3.4,0.77,38894514
satellite town,plot,new,2935,1,5,31,1.08,0.59,30205907
satellite town,house,new,1758,5,5,33,4.16,0.55,19978355
satellite town,plot,new,5517,1,4,30,2.02,0.68,65131484
aziz bhatti town,flat,new,5583,2,4,28,1.53,0.58,93174548
aziz bhatti town,flat,old,5301,6,3,9,2.26,0.79,119730570
wapda town,flat,new,1916,5,4,1,3.83,0.68,26525919
university road,house,new,807,1,5,11,1.03,0.9,18633972
aziz bhatti town,flat,new,1119,3,4,22,4.49,1.14,39386683
wapda town,plot,old,3889,2,1,0,3.06,0.93,49834953
wapda town,house,used,3213,5,4,14,2.67,0.92,50267657
model town,flat,new,4705,3,5,17,4.93,0.77,67030918
aziz bhatti town,flat,old,1532,3,3,6,3.82,0.64,25297551
wapda town,house,used,4323,1,2,8,1.66,1.03,63366231
model town,flat,old,4827,6,1,7,4.66,0.44,35990288
university road,plot,used,2866,2,4,9,3.91,1.07,73229091
model town,house,old,3208,6,1,32,2.65,0.43,20515271
university road,plot,new,3961,3,1,6,2.94,0.81,79121700
satellite town,plot,used,4304,6,2,25,4.6,0.73,56161537
satellite town,flat,old,5094,2,4,5,1.66,0.88,70074887
model town,house,used,2917,3,2,2,4.14,0.73,35826471
satellite town,flat,new,5626,4,5,4,1.94,1.04,123742752
aziz bhatti town,plot,new,2663,5,2,17,3.6,1.15,96114851
model town,flat,old,4310,4,2,5,4.54,1.0,69161134
wapda town,flat,new,1126,6,2,25,1.27,0.44,8274550
aziz bhatti town,plot,old,922,1,2,33,3.09,0.68,14202423
model town,flat,new,2588,5,2,8,4.72,1.01,52796821
university road,plot,old,3074,1,1,31,2.39,1.17,64710505
satellite town,house,new,1027,2,2,27,4.74,0.88,15783723
satellite town,plot,used,4977,2,3,28,1.95,0.92,68850346
satellite town,house,used,2208,5,4,16,2.85,0.62,23814655
model town,plot,new,2224,2,2,34,3.1,0.65,23516211
aziz bhatti town,plot,used,3071,6,1,20,3.05,1.01,89694582
university road,flat,used,5667,3,4,7,4.56,0.61,83798469
satellite town,house,old,2615,1,2,26,2.79,0.97,34010877
aziz bhatti town,plot,new,4639,4,1,10,2.94,0.64,95181698
wapda town,flat,new,4614,3,4,25,4.53,1.13,86760982
wapda town,flat,old,630,6,4,7,4.55,0.97,10219148
university road,house,used,5448,3,2,23,3.02,0.47,51968255
satellite town,flat,used,1289,6,1,12,2.71,0.62,14854373
wapda town,flat,old,1568,5,1,20,2.48,0.4,8293462
aziz bhatti town,plot,old,1461,3,3,0,4.59,0.7,27935828
aziz bhatti town,house,used,1957,4,4,13,4.54,1.06,65342182
wapda town,house,new,4384,4,3,2,2.38,1.13,90382719
satellite town,house,old,3835,2,3,32,1.8,0.91,47055044
university road,house,new,4790,4,2,10,3.17,0.48,59861414
satellite town,flat,used,2134,2,4,0,3.81,0.66,25756953
model town,house,used,947,3,4,1,3.34,0.61,10111163
wapda town,flat,old,2119,5,3,4,1.99,0.63,20310622
model town,flat,used,2556,6,3,10,1.11,0.96,43717073
wapda town,flat,new,3800,2,3,31,3.28,0.75,44760090
university road,flat,old,5956,1,3,31,2.15,0.55,60355115
satellite town,house,old,3491,1,3,12,4.02,1.11,59881776
satellite town,flat,used,2700,4,5,32,1.21,0.41,18161722
wapda town,plot,new,1627,4,1,9,4.75,0.67,19629795
aziz bhatti town,plot,used,728,1,1,23,1.26,1.18,20681800
model town,plot,new,3095,6,2,10,2.21,0.99,60988168
satellite town,plot,new,1144,5,5,11,1.59,0.4,9665269
satellite town,flat,old,5362,6,5,29,4.95,0.47,44546124
wapda town,plot,used,5186,1,4,25,1.03,1.11,78650740
aziz bhatti town,plot,used,3457,5,2,10,1.65,1.12,112534061
model town,flat,old,2347,2,4,10,1.68,0.84,28691480
aziz bhatti town,house,used,1025,1,3,16,4.11,0.65,17691051
aziz bhatti town,house,new,5739,2,4,17,4.48,0.43,76176197
wapda town,house,new,4175,3,3,25,4.82,0.78,53007164
aziz bhatti town,house,used,5715,1,2,0,1.43,0.44,68725727
model town,flat,old,5779,2,3,3,1.54,0.59,49972697
university road,flat,new,1611,2,4,17,4.99,0.65,26413982
university road,house,used,724,6,4,22,1.17,0.48,8219255
model town,plot,used,5184,3,3,0,3.44,0.78,68934527
wapda town,flat,new,5490,2,3,31,1.92,0.41,34213928
satellite town,plot,new,1233,3,4,22,4.35,1.04,23527129
wapda town,plot,used,3467,3,2,31,1.05,0.42,18778527
model town,plot,new,4506,2,5,27,1.56,1.01,77745296
aziz bhatti town,house,old,2421,3,1,17,2.22,1.14,61228175
university road,house,new,2641,5,1,24,2.85,1.11,73003667
aziz bhatti town,house,old,5371,5,5,19,2.72,0.47,67961066
wapda town,plot,old,4595,3,4,5,4.23,1.08,74497940
model town,plot,new,1408,2,5,20,1.44,1.14,27338977
university road,flat,old,5789,6,3,1,3.76,0.73,105180280
model town,flat,used,5124,3,3,14,3.75,0.88,74455434
university road,house,used,4564,1,4,27,4.99,0.71,72981190
university road,flat,used,4466,1,3,28,3.54,0.68,64270173
university road,plot,used,2315,6,1,15,2.33,1.12,64698105
wapda town,plot,used,5468,5,3,17,2.3,0.45,37074632
model town,plot,new,2423,4,1,8,3.61,0.88,40066943
satellite town,house,used,5654,1,2,2,3.54,0.64,62035217
satellite town,flat,new,5977,1,5,7,3.88,0.71,86082051
satellite town,plot,used,1680,3,4,15,3.56,0.49,14390787
model town,house,used,2126,5,2,17,1.73,0.75,24646242
aziz bhatti town,house,old,5078,1,5,32,2.77,0.89,110743276
model town,flat,old,3042,1,4,14,1.92,0.58,25828695
university road,plot,used,5946,1,5,26,3.72,0.43,57504023
aziz bhatti town,house,old,5788,2,2,34,4.01,0.88,117902857
university road,house,old,2619,6,3,4,3.12,1.08,69345428
university road,plot,new,5745,4,1,22,4.24,0.67,94537687
model town,house,used,3512,2,1,34,4.47,0.73,38449093
satellite town,house,new,2193,3,1,26,4.19,1.15,43490783
aziz bhatti town,flat,old,1881,3,4,34,3.69,0.79,36190251
wapda town,flat,old,5561,5,3,12,2.16,0.95,77605469
satellite town,flat,new,3618,2,2,25,2.83,0.95,57406039
wapda town,flat,new,3046,5,2,4,4.55,1.12,66626679
model town,flat,old,2663,1,3,13,2.07,0.55,20910747
aziz bhatti town,plot,old,2717,5,4,32,3.61,0.51,37052165
model town,house,used,4388,4,5,7,4.4,1.16,94811584
wapda town,plot,old,5266,1,5,18,4.91,0.87,63546030
university road,plot,new,1624,3,2,17,2.83,0.76,27928823
model town,flat,new,1468,6,1,19,4.41,0.87,24635991
aziz bhatti town,plot,new,3529,3,5,28,1.75,0.53,55641758
model town,house,new,1706,1,2,17,3.35,0.78,21775300
satellite town,plot,old,2878,6,3,25,4.25,0.55,26018167
model town,plot,new,985,1,1,31,1.04,1.16,17677685
wapda town,flat,old,2378,2,5,31,2.46,1.03,32077702
model town,plot,old,3889,3,5,20,3.88,0.82,46280141
aziz bhatti town,plot,used,4662,1,4,19,1.7,1.07,128693764
model town,flat,used,5683,3,4,8,4.91,0.83,82329659
model town,house,new,5606,4,5,28,4.6,0.95,102687150
aziz bhatti town,flat,used,2975,1,5,10,3.54,1.14,102218419
model town,flat,used,1469,5,3,25,1.87,0.95,22294567
aziz bhatti town,plot,old,5195,5,4,33,3.58,0.69,95781700
wapda town,flat,old,4787,4,1,23,3.59,0.43,26676398
aziz bhatti town,flat,used,3765,3,3,7,3.63,1.19,127872706
wapda town,house,used,4550,2,5,31,2.02,1.11,72713056
wapda town,plot,used,1784,3,2,27,3.17,0.84,20348556
aziz bhatti town,house,used,5576,1,4,8,1.82,1.17,183485119
model town,house,used,4860,6,3,6,1.56,0.6,52535370
satellite town,flat,used,4138,4,1,16,2.46,0.57,36605258
aziz bhatti town,house,new,671,3,4,15,1.57,0.76,15965347
model town,house,used,2026,2,2,9,3.38,0.97,31232258
wapda town,flat,old,4438,2,4,18,3.99,0.58,33992803
university road,flat,old,2318,6,2,6,3.73,1.12,60278717
satellite town,plot,new,4212,4,2,11,3.41,0.63,51283329
model town,flat,used,3644,1,3,15,3.33,0.81,48259203
satellite town,flat,new,4611,4,1,31,1.44,0.45,35179174
university road,flat,new,1156,1,1,13,1.09,0.67,18257697
university road,plot,used,895,4,4,10,3.66,1.17,26102626
university road,house,old,2259,4,4,11,4.78,0.69,35887074
aziz bhatti town,flat,new,864,4,5,34,4.79,0.65,18851115
satellite town,plot,new,3359,3,5,34,3.57,0.62,38584190
aziz bhatti town,flat,new,898,5,2,27,2.8,0.62,17145738
university road,house,new,2590,6,2,25,3.59,1.07,73426727
model town,house,new,4421,5,3,0,1.51,0.65,57611429
university road,flat,old,4934,2,2,15,1.27,0.71,66656259
aziz bhatti town,flat,used,1720,3,2,17,2.09,0.73,30852377
university road,plot,old,3520,1,3,23,4.91,0.75,51903211
university road,house,old,1271,3,5,11,4.19,0.9,25444831
aziz bhatti town,flat,used,2540,4,2,7,2.45,0.42,30179371
aziz bhatti town,flat,new,4268,1,4,19,4.48,0.44,57968450
model town,flat,used,2151,6,1,27,2.39,1.03,36382287
aziz bhatti town,flat,new,5383,1,1,10,4.36,0.5,84960104
model town,plot,used,5264,4,3,2,3.07,0.81,75659687
wapda town,plot,old,827,3,2,31,4.56,0.48,5011099
wapda town,house,used,4462,6,2,24,3.18,1.06,73874698
aziz bhatti town,house,old,4268,2,3,30,3.98,0.89,90502743
university road,plot,used,1294,4,5,19,2.59,0.79,23502454
satellite town,house,used,5999,3,3,15,3.44,0.52,52840450
university road,plot,new,1627,6,4,24,2.34,0.6,26612037
aziz bhatti town,flat,used,5985,4,5,5,2.76,0.46,88949798
model town,flat,new,3299,2,3,11,1.76,0.7,40719369
university road,plot,old,1665,4,4,34,2.22,0.44,14610319
wapda town,flat,new,1141,1,4,25,2.65,1.2,21800259
aziz bhatti town,flat,new,856,6,3,4,4.88,0.53,17853198
university road,plot,new,3400,3,4,20,1.53,1.1,86919901
university road,flat,used,1788,2,5,26,2.87,0.76,29954198
model town,house,used,4845,2,5,31,2.92,0.81,61865092
model town,flat,old,5078,3,5,1,2.76,0.64,51923836
model town,house,old,3673,4,5,18,1.08,0.49,25634338
satellite town,plot,old,894,1,1,21,4.77,0.83,10420635
aziz bhatti town,house,old,3882,6,1,10,3.04,0.58,63679543
aziz bhatti town,flat,old,2238,5,3,16,3.09,1.07,61460542
wapda town,house,old,3294,1,1,2,1.46,0.57,24886752
wapda town,flat,used,950,6,5,23,3.4,0.71,11543247
aziz bhatti town,flat,used,4201,4,4,23,3.69,0.47,56101315
university road,house,used,2136,4,5,21,2.21,0.53,25789484
aziz bhatti town,flat,used,4760,1,2,18,3.46,1.0,120861540
satellite town,house,old,2133,3,3,23,1.74,0.65,18666569
wapda town,flat,new,4777,6,2,16,3.07,0.79,65845572
wapda town,plot,used,3325,3,2,31,1.64,0.49,21320495
wapda town,plot,used,3226,1,5,22,2.37,1.02,47778490
aziz bhatti town,house,old,2541,5,2,10,1.13,0.91,59712295
wapda town,house,old,4575,4,1,3,4.97,1.14,78883397
wapda town,plot,used,2388,6,4,17,4.78,0.87,35701701
aziz bhatti town,plot,old,2941,4,3,18,1.02,0.44,30143591
university road,plot,old,3745,4,1,0,3.76,0.83,68579144
wapda town,plot,old,4314,5,3,29,3.47,0.47,28274084
wapda town,flat,old,2115,5,5,34,1.17,1.18,34834675
wapda town,house,old,5224,1,5,6,3.88,1.12,86141616
satellite town,house,used,5726,1,5,7,4.42,1.04,109212590
aziz bhatti town,plot,old,3413,3,2,12,4.38,0.61,52833762
wapda town,house,new,3554,3,3,14,3.66,0.84,51421039
satellite town,house,new,1671,6,3,18,4.61,1.17,40323759
university road,flat,old,2292,5,5,26,4.09,0.66,33973779
university road,flat,new,2035,3,2,7,4.25,0.96,49682001
satellite town,house,new,2324,4,5,6,3.8,1.1,54347316
university road,flat,old,2683,5,2,26,3.4,0.59,32093779
model town,plot,used,4847,5,3,22,2.99,0.45,35799784
university road,house,used,3598,5,3,31,2.1,0.87,70404314
model town,flat,used,4342,2,5,18,4.58,1.13,80408337
satellite town,flat,old,1232,5,1,28,1.47,0.7,12317900
model town,house,new,3049,2,2,14,4.74,1.08,60493574
university road,house,used,1335,6,1,31,2.3,0.99,30318763
